status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Defense Secretary Lloyd J. Austin III said on Wednesday that the United States would continue to conduct surveillance flights after an American reconnaissance drone was struck by a Russian warplane and downed over the Black Sea.,https://www.nytimes.com/2023/03/15/world/europe/tensions-rise-after-russia-hits-a-us-drone-over-the-black-sea.html,,Defense Secretary Lloyd J. Austin III said on Wednesday that the United States would continue to conduct surveillance flights after an American reconnaissance drone was struck by a Russian warplane and downed over the Black Sea.,The New York Times,,,2023-03-15T10:55:15+0000,article,Foreign,World,News,nyt://article/021be781-05ba-5ebd-b4b2-439e7eef5779,630,nyt://article/021be781-05ba-5ebd-b4b2-439e7eef5779,NA,NA,Europe,The U.S. says it won’t stop surveillance flights despite the downing of its drone in the Black Sea.,NA,NA,NA,NA,NA,NA,"By Daniel Victor, Marc Santora, Eric Schmitt and Valerie Hopkins",,NA,150930,1060,77
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The Comstock Act is a major concern if Donald Trump is re-elected.,https://www.nytimes.com/2024/04/02/opinion/comstock-act-abortion-repeal.html,The Comstock Act is a major concern if Donald Trump is re-elected.,"A long discredited, arcane 150-year-old law is back in the news in 2024, and that should terrify anyone who supports reproductive freedom. Last week at the Supreme Court, the Comstock Act of 1873 was referred to on three occasions during oral arguments in a case dealing with access to mifepristone, one of two drugs typically used in medication abortions.",The New York Times,,,2024-04-02T09:03:57+0000,article,OpEd,Opinion,Op-Ed,nyt://article/021c522e-0f36-53ad-a722-0978ffd08bff,932,nyt://article/021c522e-0f36-53ad-a722-0978ffd08bff,NA,NA,NA,I Hope to Repeal an Arcane Law That Could Be Misused to Ban Abortion Nationwide,Guest Essay,NA,NA,NA,NA,NA,By Tina Smith,,NA,150930,1060,77
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The Israeli writer Ari Shavit discusses the tensions between the demands of campus activists and how Israelis see the war.,https://www.nytimes.com/2024/05/07/opinion/ezra-klein-podcast-ari-shavit.html,The Israeli writer Ari Shavit discusses the tensions between the demands of campus activists and how Israelis see the war.,"Ultimately, the Gaza war protests sweeping campuses are about influencing Israeli politics. The protesters want to use economic divestment, American pressure and policy, and a broad sense of international outrage to change the decisions being made by Israeli leaders.",The New York Times,,,2024-05-07T09:03:47+0000,article,OpEd,Opinion,Op-Ed,nyt://article/021cf332-c140-59e4-95a9-d10d4d9b1dd0,341,nyt://article/021cf332-c140-59e4-95a9-d10d4d9b1dd0,NA,NA,NA,Watching the Protests From Israel,NA,NA,NA,NA,NA,NA,By ‘The Ezra Klein Show',,The Ezra Klein Show',150930,1060,77
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"When we met them a dozen years ago, they were teenagers in trouble, playing for a basketball team that always lost. Did they find a way to win at life?",https://www.nytimes.com/2024/11/24/us/lady-jaguars-basketball-carroll-academy.html,"When we met them a dozen years ago, they were teenagers in trouble, playing for a basketball team that always lost. Did they find a way to win at life?","Her name is Hannah. When I met her more than a decade ago, she was a wide-eyed and curious seventh grader with church-pew manners. She was chatty and clingy, a dreamer with a trusting heart. She played with dolls and sang in a choir. She wanted to be a veterinarian and live in a mansion.",The New York Times,,,2024-11-24T05:02:49+0000,article,National,U.S.,News,nyt://article/021de2fa-4518-5933-8d87-aab8933a3feb,5181,nyt://article/021de2fa-4518-5933-8d87-aab8933a3feb,NA,NA,NA,What Ever Happened to the Lady Jaguars?,NA,NA,NA,NA,NA,NA,By John Branch and Ruth Fremson,,NA,150930,1060,77
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"When O’Shae Sibley was killed, initial reports said that his attacker was Muslim, and officials feared that relations between gay people and Muslims in New York could be affected.",https://www.nytimes.com/2023/08/08/nyregion/oshae-sibley-stabbing-suspect-dimitriy-popov.html,"When O’Shae Sibley was killed, initial reports said that his attacker was Muslim, and officials feared that relations between gay people and Muslims in New York could be affected.","In the days after O’Shae Sibley, a Black gay man, was killed during an altercation outside a gas station in the Midwood neighborhood of Brooklyn, the picture that emerged suggested an explosive combination of homophobia, religious intolerance and racism.",The New York Times,,,2023-08-09T00:25:56+0000,article,Metro,New York,News,nyt://article/021e1772-dc61-5977-9ec6-c07cde8e42c8,887,nyt://article/021e1772-dc61-5977-9ec6-c07cde8e42c8,A,16,NA,Twist in Dancer’s Killing as Key Detail About Suspect Is Corrected,NA,NA,"Teenager Accused in Dancer’s Killing Is Not Muslim, His Lawyer Says",NA,NA,NA,By Hurubie Meko and Wesley Parnell,,NA,150930,1060,77
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Shares in the tech giant fell for a second day following reports that Beijing would bar government workers from using iPhones.,https://www.nytimes.com/2023/09/07/business/iphone-ban-apple-china.html,Shares in the tech giant fell for a second day following reports that Beijing would bar government workers from using iPhones.,"Shares in Apple, the world’s most valuable public company, continued to tumble on Thursday after a report that China would extend a ban on iPhones for government workers. The company is on track to lose $200 billion of market value, with shares falling about 6 percent over two days to roughly $175 as investors react to a potential threat in one of its biggest markets. ",The New York Times,,,2023-09-07T11:49:06+0000,article,Business,Business Day,News,nyt://article/021f4e78-8919-580e-b1a4-85122382a4f7,1780,nyt://article/021f4e78-8919-580e-b1a4-85122382a4f7,NA,NA,NA,Apple’s Market Value Falls By Billions On Worries About China Crackdown,DealBook Newsletter,NA,NA,NA,NA,NA,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Daisy Alpert Florin’s debut novel, “My Last Innocent Year,” is a coming-of-age novel set on a college campus near the close of the last century.",https://www.nytimes.com/2023/02/10/books/my-last-innocent-year-daisy-alpert-florin.html,"Daisy Alpert Florin’s debut novel, “My Last Innocent Year,” is a coming-of-age novel set on a college campus near the close of the last century.","Welcome to Group Text, a monthly column for readers and book clubs about the novels, memoirs and story collections that make you want to talk, ask questions and dwell in another world for a little bit longer.",The New York Times,,,2023-02-10T10:00:10+0000,article,BookReview,Books,Review,nyt://article/021f57f0-bb09-5da9-b414-dc13a55a380a,914,nyt://article/021f57f0-bb09-5da9-b414-dc13a55a380a,BR,16,NA,"In a Time of Endings, a Writer Finds Her Voice",Group Text,NA,"‘My Last Innocent Year,’ by Daisy Alpert Florin",NA,NA,NA,By Elisabeth Egan,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,They’re bringing the humans back.,https://www.nytimes.com/2023/11/10/business/self-checkouts-vs-humans.html,They’re bringing the humans back.,"When it comes to grocery shopping, there seem to be two kinds of people in this world: those who prefer self-checkout, and those who prefer interaction with a human.",The New York Times,,,2023-11-10T15:21:56+0000,article,Express,Business Day,News,nyt://article/02201497-138b-5bee-b0da-0e3a7e0fedac,518,nyt://article/02201497-138b-5bee-b0da-0e3a7e0fedac,B,5,NA,A Grocery Chain Just Fired Its Self-Checkouts,NA,NA,Grocery Chain Closing Self-Checkout Lanes,NA,NA,NA,By Claire Moses,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The result was a resounding defeat that reflected widespread dissatisfaction from voters over her handling of crime. Challengers to her political left and right advanced to a runoff.,https://www.nytimes.com/2023/02/28/us/chicago-mayoral-election-lightfoot-vallas.html,The result was a resounding defeat that reflected widespread dissatisfaction from voters over her handling of crime. Challengers to her political left and right advanced to a runoff.,"CHICAGO — Mayor Lori Lightfoot of Chicago lost her bid for a second term on Tuesday, a resounding defeat that reflected widespread dissatisfaction from voters over her handling of crime and policing in the nation’s third-largest city.",The New York Times,,,2023-02-28T08:00:12+0000,article,National,U.S.,News,nyt://article/02214f1a-ac5f-50e0-aaef-b00b6fd37b69,1287,nyt://article/02214f1a-ac5f-50e0-aaef-b00b6fd37b69,A,10,NA,Mayor Lori Lightfoot of Chicago Loses Her Bid for Re-election,NA,NA,Chicago Mayor Loses Re-Election; Race Goes to Runoff,NA,NA,NA,By Julie Bosman and Mitch Smith,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A Frank Lloyd Wright house in Wilmette, an 1897 Italianate home in Wilmington and a renovated midcentury house in Scottsdale.",https://www.nytimes.com/2024/05/08/realestate/900000-dollar-homes-illinois-north-carolina-arizona.html,"A Frank Lloyd Wright house in Wilmette, an 1897 Italianate home in Wilmington and a renovated midcentury house in Scottsdale.","This house is one of Wright’s American System-Built Homes, his effort at affordable housing using precut pieces assembled inexpensively on site. It is a few blocks from a section of Leahy Park with a playground and a municipal golf course. The center of Wilmette and Gillson Beach, on Lake Michigan, are about a mile away.",The New York Times,,,2024-05-08T09:06:33+0000,article,RealEstate,Real Estate,News,nyt://article/02232722-1c12-5854-a8ff-8c0d70609b05,1146,nyt://article/02232722-1c12-5854-a8ff-8c0d70609b05,NA,NA,NA,"$900,000 Homes in Illinois, North Carolina and Arizona",What You Get,NA,NA,NA,NA,NA,By Angela Serratore,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The stakes are getting higher in fashiontainment. What a flex.,https://www.nytimes.com/2023/03/31/style/dior-india-fashion-show.html,The stakes are getting higher in fashiontainment. What a flex.,"Ah, the symbolism. On Thursday evening, about 850 local and international celebrities, artists, editors and influencers (and editor-influencers, since they are increasingly becoming one and the same) gathered in Mumbai in front of the historic Gateway of India as multicolored lights played on the nearby Taj Mahal Palace hotel and cool breezes blew in off the Arabian Sea. They were there for the first official Dior show in the country, smartphones in hands to blast selfies to the world.",The New York Times,,,2023-03-31T14:24:16+0000,article,Styles,Style,News,nyt://article/02233716-bf51-50ae-9d99-7070a15d7ef4,878,nyt://article/02233716-bf51-50ae-9d99-7070a15d7ef4,NA,NA,NA,Dior’s Gateway to India,Fashion Review,NA,NA,NA,NA,NA,By Vanessa Friedman and Suhasini Raj,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A host of problems that will need more subtle and sophisticated uses of force and coercive diplomacy will confront the new president.,https://www.nytimes.com/2024/11/12/opinion/trump-had-it-easy-the-first-time.html,A host of problems that will need more subtle and sophisticated uses of force and coercive diplomacy will confront the new president.,I don’t know why people say that President-elect Donald Trump is going to face difficult challenges in foreign policy.,The New York Times,,,2024-11-12T22:30:08+0000,article,OpEd,Opinion,Op-Ed,nyt://article/02241405-a46e-5af3-b08a-666b2b263aa7,1449,nyt://article/02241405-a46e-5af3-b08a-666b2b263aa7,A,24,NA,Trump Had It Easy the First Time,Thomas L. Friedman,NA,Trump Had It Easy the First Time,NA,NA,NA,By Thomas L. Friedman,,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A leadership reshuffle at the financial data giant has rekindled questions about a future sale or a move to take the company public.,https://www.nytimes.com/2023/09/01/business/dealbook/mike-bloomberg-lp-future.html,A leadership reshuffle at the financial data giant has rekindled questions about a future sale or a move to take the company public.,"What will happen to Bloomberg L.P. after Mike Bloomberg steps away? That question resurfaced last week after the billionaire, 81, announced leadership changes and a new board for  the company he founded in 1981 after leaving Salomon Brothers. (That said, he told employees that he’s “not going anywhere.”)",The New York Times,,,2023-09-01T12:05:48+0000,article,Business,Business Day,News,nyt://article/02247dce-b4f1-588f-bd0c-c686662fceef,1802,nyt://article/02247dce-b4f1-588f-bd0c-c686662fceef,NA,NA,DealBook,What Will Happen to Bloomberg After Its Founder Steps Away?,DealBook Newsletter,NA,NA,NA,NA,NA,"By Andrew Ross Sorkin, Ravi Mattu, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,In case you need some puzzle help.,https://www.nytimes.com/2024/01/03/crosswords/wordle-review.html,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",The New York Times,,,2024-01-03T08:00:02+0000,article,Games,Crosswords & Games,News,nyt://article/02261768-7694-5efe-9a2c-99d7fdd6eca1,314,nyt://article/02261768-7694-5efe-9a2c-99d7fdd6eca1,NA,NA,NA,Today’s Wordle Review,NA,NA,NA,NA,NA,NA,By New York Times Games,,The New York Times,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The government’s order for hundreds of remaining fighters to stand down offers Russia a propaganda victory, but prospects for a prisoner swap seem unclear at best.",https://www.nytimes.com/2022/05/17/world/europe/ukraine-mariupol-fighters-surrender.html,"The government’s order for hundreds of remaining fighters to stand down offers Russia a propaganda victory, but prospects for a prisoner swap seem unclear at best.","KYIV, Ukraine — Hundreds of die-hard Ukrainian soldiers who had made a last stand against Russian forces from a Mariupol steel mill faced an uncertain future Tuesday under Kremlin custody after Ukraine’s military ordered them to surrender.",The New York Times,,,2022-05-17T22:42:44+0000,article,Foreign,World,News,nyt://article/02267f28-b7dd-5932-8a78-98305c568af8,1306,nyt://article/02267f28-b7dd-5932-8a78-98305c568af8,A,1,Europe,Ukrainian Holdouts in Mariupol Surrender to an Uncertain Fate,NA,NA,Ukraine Ends Its Last Stand At Steel Plant,NA,NA,NA,"By Valerie Hopkins, Marc Santora, Ivan Nechepurenko and Rick Gladstone",,NA,150930,1070,60
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The second feature by the Spanish director Carla Simón, about a family of peach farmers, captured the Golden Bear on Wednesday.",https://www.nytimes.com/2022/02/16/movies/berlin-film-festival-alcarras.html,"The second feature by the Spanish director Carla Simón, about a family of peach farmers, captured the Golden Bear on Wednesday.","BERLIN — The top prize at the Berlin International Film Festival, the Golden Bear for best feature film, was given on Wednesday to “Alcarràs,” a contemplative work about peach farmers in a village in northern Spain.",The New York Times,,,2022-02-16T20:46:18+0000,article,Culture,Movies,News,nyt://article/0226f08b-7cba-5da2-8b80-5b1113db88d1,868,nyt://article/0226f08b-7cba-5da2-8b80-5b1113db88d1,C,2,NA,‘Alcarràs’ Wins Top Prize at Berlin Film Festival,NA,NA,‘Alcarràs’ Wins Top Prize in Berlin,NA,NA,NA,By Thomas Rogers,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Prosecutors accused Charles Littlejohn, 38, of stealing the tax documents of thousands of the country’s wealthiest people and said his actions “appear to be unparalleled in the I.R.S.’s history.”",https://www.nytimes.com/2024/01/29/us/politics/irs-trump-taxes-prison.html,"Prosecutors accused Charles Littlejohn, 38, of stealing the tax documents of thousands of the country’s wealthiest people and said his actions “appear to be unparalleled in the I.R.S.’s history.”",A former Internal Revenue Service contractor accused of leaking the tax documents of Donald J. Trump and other wealthy Americans was sentenced on Monday to five years in prison.,The New York Times,,,2024-01-29T21:07:07+0000,article,Washington,U.S.,News,nyt://article/02276987-0665-50d9-a537-ed845ce54cda,554,nyt://article/02276987-0665-50d9-a537-ed845ce54cda,A,13,Politics,Former Contractor Who Leaked Trump’s Tax Returns Sentenced to 5 Years in Prison,NA,NA,Former Contractor Who Leaked Trump’s Tax Returns Is Sentenced to 5 Years in Prison,NA,NA,NA,By Eileen Sullivan,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The natural world has stories to tell if you listen closely.,https://www.nytimes.com/2023/09/24/opinion/nature-gardening-spirituality.html,The natural world has stories to tell if you listen closely.,"I grew up in Florida, surrounded by my extended family, but we can trace our lineage back to Texas when Texas was still Mexico. Our language, customs and even the names my ancestors called themselves have since largely been lost to colonization and forced assimilation. Yet our oral traditions, expressed through storytelling, poetry and jokes, persist.",The New York Times,,,2023-09-24T10:00:10+0000,article,OpEd,Opinion,Op-Ed,nyt://article/0227ff58-9ff8-5287-a162-86e70c12d2b2,1079,nyt://article/0227ff58-9ff8-5287-a162-86e70c12d2b2,A,22,NA,"Go Outside, Sink Your Feet Into the Dirt and Engage With the World",Guest Essay,NA,Sink Your Feet Into the Dirt and Engage With the World,NA,NA,NA,By Raquel Vasquez Gilliland,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Prestige shows like “Winning Time” love to dramatize the real people at the heart of recent-ish events. It doesn’t always go well.,https://www.nytimes.com/2022/05/25/magazine/winning-time-jerry-west.html,Prestige shows like “Winning Time” love to dramatize the real people at the heart of recent-ish events. It doesn’t always go well.,"It’s May 1980 at the Forum in Los Angeles, and the crowd is in a frenzy as the rookie Magic Johnson and the legend Kareem Abdul-Jabbar lead the Lakers to their first N.B.A. championship in eight years. This is the setting for the recently completed first season of HBO’s “Winning Time: The Rise of the Lakers Dynasty,” which dives into its subject matter with brio. Helmed by the ubiquitous Adam McKay — director of “The Big Short,” “Don’t Look Up” and a parade of successful film comedies — “Winning Time” is an antic chronicle of the Lakers’ highly eventful 1979-80 season, with main characters that include not just Johnson and Abdul-Jabbar but other Lakers titans like the coach Pat Riley and the owner Jerry Buss. Its 10-episode arc is fast and fun, full of on-court magnetism and off-court machismo, and it all actually happened. Sort of.",The New York Times,,,2022-05-25T09:00:09+0000,article,Magazine,Magazine,News,nyt://article/02291048-a70b-5934-b92e-72f2778488ad,1212,nyt://article/02291048-a70b-5934-b92e-72f2778488ad,MM,9,NA,The Pitfalls of Oven-Ready TV,Screenland,NA,Head Fake,NA,NA,NA,By Elizabeth Nelson,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Framber Valdez allowed one walk, and had that runner erased on a double-play in a dominant effort against the Guardians.",https://www.nytimes.com/2023/08/01/sports/baseball/framber-valdez-no-hitter-astros.html,"Framber Valdez allowed one walk, and had that runner erased on a double-play in a dominant effort against the Guardians.","Framber Valdez of the Houston Astros threw the second solo no-hitter of the season on Tuesday, shutting down the Cleveland Guardians in a 2-0 win Tuesday night.",The New York Times,,,2023-08-02T02:36:02+0000,article,Sports,Sports,News,nyt://article/022921f1-d276-59d0-9f49-373bd28a4cda,533,nyt://article/022921f1-d276-59d0-9f49-373bd28a4cda,NA,NA,Baseball,Astros Pitcher Faces the Minimum in No-Hitter Against Cleveland,NA,NA,NA,NA,NA,NA,By Evan Easterling,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,China’s commerce ministry publicly rebuked the Biden administration’s efforts to push TikTok’s Chinese ownership to sell the app or face a possible ban in the United States.,https://www.nytimes.com/2023/03/23/business/china-forced-sale-tiktok.html,China’s commerce ministry publicly rebuked the Biden administration’s efforts to push TikTok’s Chinese ownership to sell the app or face a possible ban in the United States.,"China said it would oppose efforts by the United States to force a sale of TikTok, in a public rebuke of the Biden administration that leaves the app’s Chinese ownership stuck between orders from governments of the world’s two largest economies.",The New York Times,,,2023-03-23T13:12:46+0000,article,Business,Business Day,News,nyt://article/022a8133-5ae9-5939-a33b-06b1365bc4bd,470,nyt://article/022a8133-5ae9-5939-a33b-06b1365bc4bd,NA,NA,NA,China Says It Will ‘Firmly Oppose’ Forced Sale of TikTok,NA,NA,NA,NA,NA,NA,By Chang Che,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The independent streak of Alaskan voters played a part in both races as Ms. Palin’s attempt at a political comeback could be threatened.,https://www.nytimes.com/2022/08/16/us/politics/murkowski-palin-alaska-primary.html,The independent streak of Alaskan voters played a part in both races as Ms. Palin’s attempt at a political comeback could be threatened.,ANCHORAGE — Two of the most prominent women in Alaskan Republican politics — Senator Lisa Murkowski and Sarah Palin — appeared to be on divergent paths early Wednesday following the state’s special election and primary.,The New York Times,,,2022-08-17T10:35:37+0000,article,Politics,U.S.,News,nyt://article/022b03fc-47af-5091-b927-5c2843837ffe,1481,nyt://article/022b03fc-47af-5091-b927-5c2843837ffe,NA,NA,Politics,"Lisa Murkowski and Sarah Palin Survive Primary Battles, but a Democrat Breaks Through",NA,NA,NA,NA,NA,NA,By Jazmine Ulloa,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Motherhood taught me how to appreciate tiny gestures toward nonconformism.,https://www.nytimes.com/2022/06/07/magazine/motherhood-nonconformism.html,Motherhood taught me how to appreciate tiny gestures toward nonconformism.,"In kindergarten last school year, my son received an assignment to draw a portrait of his family. He sketched an abstract shape, to start. It vaguely resembled an elephant, and I told him so. “It is,” he said, and then his expression grew naughty — he had an idea, just then. He drew a little form in front of it, which he said was himself. He and the elephant were both pink, his favorite color. The elephant appeared to be shouting with joy. He uploaded the image to the school’s online learning platform. “This is me and my elephant,” he said in an attached recording. “I rode on him once. It’s so fun!”",The New York Times,,,2022-06-07T09:00:04+0000,article,Magazine,Magazine,News,nyt://article/022df791-5c31-50b0-b2d4-6c059d13519e,932,nyt://article/022df791-5c31-50b0-b2d4-6c059d13519e,MM,16,NA,The Misunderstood Art of Mischief,Letter of Recommendation,NA,Mischief,NA,NA,NA,By Vauhini Vara,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The Giants’ fourth-quarter stop ended the Vikings’ streak of victories in one-score games and gave the N.F.L. playoffs its first upset by a lower-seeded team.,https://www.nytimes.com/2023/01/15/sports/football/giants-vikings-score.html,The Giants’ fourth-quarter stop ended the Vikings’ streak of victories in one-score games and gave the N.F.L. playoffs its first upset by a lower-seeded team.,MINNEAPOLIS — The roar of the crowd inside U.S. Bank Stadium dipped and swelled like its replica Nordic ship outside would have done on the sea’s crashing waves.,The New York Times,,,2023-01-16T02:31:04+0000,article,Sports,Sports,News,nyt://article/022f1830-7c28-5ade-93e8-cd0348332964,1002,nyt://article/022f1830-7c28-5ade-93e8-cd0348332964,D,4,Pro Football,Giants Put Comeback Just Out of Vikings’ Reach,"Giants 31, Vikings 24",NA,Giants Put Comeback Just Out of Vikings’ Reach to Pull Off Upset,NA,NA,NA,By Emmanuel Morgan,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Georgia voters rejected Donald Trump’s 2020 fixation, G.O.P. governors proved their strength, and Georgia Democrats backed a gun-control champion on the day of a horrifying school shooting in Texas.",https://www.nytimes.com/2022/05/25/us/politics/takeaways-tuesdays-elections-primaries.html,"Georgia voters rejected Donald Trump’s 2020 fixation, G.O.P. governors proved their strength, and Georgia Democrats backed a gun-control champion on the day of a horrifying school shooting in Texas.","Tuesday was a booming repudiation of former President Donald J. Trump’s relentless preoccupation with the 2020 election. In Georgia, his voter-fraud-focused choices for governor and attorney general were roundly defeated, while his pick for secretary of state lost to a man who stood up to those false claims two years ago.",The New York Times,,,2022-05-25T09:00:12+0000,article,Politics,U.S.,News,nyt://article/022f5430-8b58-5e36-96ad-db6d044fcb8c,1508,nyt://article/022f5430-8b58-5e36-96ad-db6d044fcb8c,A,18,Politics,Four Takeaways From Tuesday’s Elections,NA,NA,Trump’s Gravitational Pull on Republican Voters Influenced Every Primary,NA,NA,NA,By Blake Hounshell,,NA,150930,1080,53
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"At the U.N. Security Council, Russia and its critics traded barbs over the nuclear plant on the front lines of its war in Ukraine, with each side accusing the other of courting catastrophe.",https://www.nytimes.com/2022/08/23/world/europe/ukraine-russia-zaporizhzhia-nuclear.html,"At the U.N. Security Council, Russia and its critics traded barbs over the nuclear plant on the front lines of its war in Ukraine, with each side accusing the other of courting catastrophe.","As United Nations officials pleaded for inspection and demilitarization of the battle-scarred nuclear power plant caught in Russia’s war on Ukraine, countries traded harsh words at the U.N. Security Council on Tuesday but moved no closer to resolving the intensifying crisis, which has hung over the war for months.",The New York Times,,,2022-08-23T23:33:34+0000,article,Foreign,World,News,nyt://article/02313fc0-5458-58c7-9ce2-3866b3acbd2a,1298,nyt://article/02313fc0-5458-58c7-9ce2-3866b3acbd2a,A,9,Europe,"Foes Agree on Nuclear Disaster Risk in Ukraine, but Little Else",NA,NA,U.N. Meeting on Power Plant Does Little to Ease Risk of Catastrophe,NA,NA,NA,By Richard Pérez-Peña and Farnaz Fassihi,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"In December, UConn’s star player had an ugly knee injury. On Friday night, she will try to lead her team to a national title game.",https://www.nytimes.com/2022/04/01/sports/ncaabasketball/paige-bueckers-uconn.html,"In December, UConn’s star player had an ugly knee injury. On Friday night, she will try to lead her team to a national title game.","MINNEAPOLIS — Brian Cosgriff first saw Paige Bueckers play when she was in second grade, during a scrimmage at the University of Minnesota.",The New York Times,,,2022-04-01T04:01:09+0000,article,Sports,Sports,News,nyt://article/023175b6-f615-55f1-ad0b-2eff9e7c9be5,1264,nyt://article/023175b6-f615-55f1-ad0b-2eff9e7c9be5,B,7,College Basketball,Paige Bueckers Has Performed in Minneapolis Before,NA,NA,Minneapolis Has Seen This Act Before,NA,NA,NA,By Remy Tumin,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The outcome of a case in federal court could help decide whether the First Amendment is a barrier to virtually any government efforts to stifle disinformation.,https://www.nytimes.com/2023/02/09/business/free-speech-social-media-lawsuit.html,The outcome of a case in federal court could help decide whether the First Amendment is a barrier to virtually any government efforts to stifle disinformation.,"In July 2021, as Covid-19 cases began to surge again, the surgeon general warned that misinformation had led to “avoidable illnesses and death” and urged the nation’s social media giants to do more to fight the sources of it.",The New York Times,,,2023-02-09T10:00:34+0000,article,Business,Business Day,News,nyt://article/0231a378-f738-5120-a4e8-00643402b365,1638,nyt://article/0231a378-f738-5120-a4e8-00643402b365,A,1,NA,Free Speech vs. Disinformation Comes to a Head,NA,NA,Case Will Test Effort to Fight Disinformation,NA,NA,NA,By Steven Lee Myers,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Through all the ups and downs of the past few weeks, one things hasn’t changed: Britain’s economy is still in troubled waters.",https://www.nytimes.com/2022/10/14/world/europe/britain-is-facing-economic-headaches-some-new-and-some-entrenched.html,,"Through all the ups and downs of the past few weeks, one things hasn’t changed: Britain’s economy is still in troubled waters.",The New York Times,,,2022-10-14T18:54:53+0000,article,Foreign,World,News,nyt://article/0231cb58-66eb-53e1-a274-fe9afbcc49a3,456,nyt://article/0231cb58-66eb-53e1-a274-fe9afbcc49a3,NA,NA,Europe,"Britain is facing economic headaches, some new and some entrenched.",NA,NA,NA,NA,NA,NA,By Eshe Nelson,,NA,150930,1090,55
